Daily Runoff....
StartDate: , 01/02/2006 12:00:00
EndDate: , 10/31/2009 12:00:00

Time [0:MM/dd/yyyy hh:mm:ss], Runoff
04/10/2006 12:00:00,1.58623308178799,
04/11/2006 12:00:00,1.5378220756129,
04/12/2006 12:00:00,1.48434004269031,
04/13/2006 12:00:00,1.43156171738593,
04/14/2006 12:00:00,1.37963600989458,
04/15/2006 12:00:00,1.3301012400179,
04/16/2006 12:00:00,1.28006305988478,
04/17/2006 12:00:00,1.22948464837848,
04/18/2006 12:00:00,1.18460763005979,
04/19/2006 12:00:00,1.137964508308,
04/20/2006 12:00:00,1.14899240870006,
04/21/2006 12:00:00,1.21937764832796,
04/22/2006 12:00:00,1.26783846724244,
04/23/2006 12:00:00,1.68868745693467,
04/24/2006 12:00:00,1.63237641311649,
04/25/2006 12:00:00,1.57431852520783,
04/26/2006 12:00:00,1.51052563798136,
04/27/2006 12:00:00,1.51530913988687,
04/28/2006 12:00:00,1.45261217197112,
04/29/2006 12:00:00,1.40964446296405,
04/30/2006 12:00:00,1.36400568969368,
05/01/2006 12:00:00,1.31285539270793,
05/02/2006 12:00:00,1.27426605184865,
05/03/2006 12:00:00,1.24122071111574,
05/04/2006 12:00:00,1.19973236691661,
05/05/2006 12:00:00,1.15692410655393,
05/06/2006 12:00:00,1.12398852551854,
05/07/2006 12:00:00,1.08274614622168,
05/08/2006 12:00:00,1.13309433878133,
05/09/2006 12:00:00,1.09374232520572,
05/10/2006 12:00:00,1.06976154019154,
05/11/2006 12:00:00,1.0398338908983,
05/12/2006 12:00:00,1.01589359228935,
05/13/2006 12:00:00,0.984009763305707,
05/14/2006 12:00:00,0.967225512584801,
05/15/2006 12:00:00,0.939797786219078,
05/16/2006 12:00:00,0.90970130558735,
05/17/2006 12:00:00,0.88544874926742,
05/18/2006 12:00:00,0.86093709301564,
05/19/2006 12:00:00,0.838307926954115,
05/20/2006 12:00:00,0.81337928953611,
05/21/2006 12:00:00,0.889902757293088,
05/22/2006 12:00:00,0.861324956236448,
05/23/2006 12:00:00,0.851062165452965,
05/24/2006 12:00:00,0.824565484716822,
05/25/2006 12:00:00,0.800508573674308,
05/26/2006 12:00:00,0.771982136361303,
05/27/2006 12:00:00,0.743284298392573,
05/28/2006 12:00:00,0.719075540012433,
05/29/2006 12:00:00,0.696069838207985,
05/30/2006 12:00:00,0.672766036277958,
05/31/2006 12:00:00,0.64803231764089,
06/01/2006 12:00:00,0.62499512266709,
06/02/2006 12:00:00,0.602413370995662,
06/03/2006 12:00:00,0.620695154336983,
06/04/2006 12:00:00,0.600091525197225,
06/05/2006 12:00:00,0.637797217607736,
06/06/2006 12:00:00,0.620818928550384,
06/07/2006 12:00:00,0.601076314411379,
06/08/2006 12:00:00,0.584376814775169,
06/09/2006 12:00:00,0.565230108905155,
06/10/2006 12:00:00,0.546319337131851,
06/11/2006 12:00:00,0.528123271932955,
06/12/2006 12:00:00,0.510307782742055,
06/13/2006 12:00:00,0.491573378514954,
06/14/2006 12:00:00,0.474741602197664,
06/15/2006 12:00:00,0.459774018081822,
06/16/2006 12:00:00,0.448948406428314,
06/17/2006 12:00:00,0.434567313576872,
06/18/2006 12:00:00,0.420212767264612,
06/19/2006 12:00:00,0.406739165528767,
06/20/2006 12:00:00,0.394313240107559,
06/21/2006 12:00:00,0.382382466421236,
06/22/2006 12:00:00,0.370021413961863,
06/23/2006 12:00:00,0.359565184013533,
06/24/2006 12:00:00,0.36348350828625,
06/25/2006 12:00:00,0.350531549717266,
06/26/2006 12:00:00,0.451130151769338,
06/27/2006 12:00:00,0.830731921396057,
06/28/2006 12:00:00,0.809646580634012,
06/29/2006 12:00:00,0.792211553796013,
06/30/2006 12:00:00,0.765118987712524,
07/01/2006 12:00:00,0.737150726633641,
07/02/2006 12:00:00,0.710098739256121,
07/03/2006 12:00:00,0.685072004188374,
07/04/2006 12:00:00,0.659343623444354,
07/05/2006 12:00:00,0.638443686931688,
07/06/2006 12:00:00,0.701318272355691,
07/07/2006 12:00:00,0.696879437519108,
07/08/2006 12:00:00,0.675063121802474,
07/09/2006 12:00:00,0.654430782429694,
07/10/2006 12:00:00,0.635075151821763,
07/11/2006 12:00:00,0.616134592662506,
07/12/2006 12:00:00,0.597874977237486,
07/13/2006 12:00:00,0.578033496541014,
07/14/2006 12:00:00,0.559562506830428,
07/15/2006 12:00:00,0.639548705711,
07/16/2006 12:00:00,0.617164041643555,
07/17/2006 12:00:00,0.597773563886372,
07/18/2006 12:00:00,0.57782999658668,
07/19/2006 12:00:00,0.558414487156088,
07/20/2006 12:00:00,0.538802723243626,
07/21/2006 12:00:00,0.520891026561687,
07/22/2006 12:00:00,0.502556280159813,
07/23/2006 12:00:00,0.493240685031369,
07/24/2006 12:00:00,0.477052594283956,
07/25/2006 12:00:00,0.489547080636366,
07/26/2006 12:00:00,0.476538069317082,
07/27/2006 12:00:00,0.463072519537408,
07/28/2006 12:00:00,0.45046563384604,
07/29/2006 12:00:00,0.435621829135319,
07/30/2006 12:00:00,0.431348059506728,
07/31/2006 12:00:00,0.417720219016144,
08/01/2006 12:00:00,0.406979491492905,
08/02/2006 12:00:00,0.39398862572113,
08/03/2006 12:00:00,0.380798900488635,
08/04/2006 12:00:00,0.367919023487425,
08/05/2006 12:00:00,0.356537673479433,
08/06/2006 12:00:00,0.345141999047834,
08/07/2006 12:00:00,0.333687188272882,
08/08/2006 12:00:00,0.324480550248488,
08/09/2006 12:00:00,0.315426361404157,
08/10/2006 12:00:00,0.305940386218956,
08/11/2006 12:00:00,0.295874165426579,
08/12/2006 12:00:00,0.286838206101784,
08/13/2006 12:00:00,0.295334563070505,
08/14/2006 12:00:00,0.288811436350204,
08/15/2006 12:00:00,0.284924556678499,
08/16/2006 12:00:00,0.30761352824916,
08/17/2006 12:00:00,0.299203432769866,
08/18/2006 12:00:00,0.291275323494331,
08/19/2006 12:00:00,0.284037689944982,
08/20/2006 12:00:00,0.297115036627769,
08/21/2006 12:00:00,0.288777999084337,
08/22/2006 12:00:00,0.281290571662371,
08/23/2006 12:00:00,0.275311143404399,
08/24/2006 12:00:00,0.268622506220124,
08/25/2006 12:00:00,0.261787139777722,
08/26/2006 12:00:00,0.255760054941431,
08/27/2006 12:00:00,0.249339525025938,
08/28/2006 12:00:00,0.243192866208656,
08/29/2006 12:00:00,0.242109327960015,
08/30/2006 12:00:00,0.235445655323491,
08/31/2006 12:00:00,0.229674788934825,
09/01/2006 12:00:00,0.444143026769423,
09/02/2006 12:00:00,0.560024006732191,
09/03/2006 12:00:00,0.550700623033956,
09/04/2006 12:00:00,0.537927926393823,
09/05/2006 12:00:00,0.730461769996812,
09/06/2006 12:00:00,0.900422400446499,
09/07/2006 12:00:00,0.876801450016699,
09/08/2006 12:00:00,0.857818008546216,
09/09/2006 12:00:00,0.833411844525704,
09/10/2006 12:00:00,0.811617991798371,
09/11/2006 12:00:00,0.790234768445116,
09/12/2006 12:00:00,0.768401464473639,
09/13/2006 12:00:00,0.746106075740205,
09/14/2006 12:00:00,0.900192572339843,
09/15/2006 12:00:00,0.881131034169985,
09/16/2006 12:00:00,0.863652436408049,
09/17/2006 12:00:00,0.841504164928031,
09/18/2006 12:00:00,0.817844480399149,
09/19/2006 12:00:00,0.955643782039603,
09/20/2006 12:00:00,0.928044563877387,
09/21/2006 12:00:00,0.900225922482453,
09/22/2006 12:00:00,0.877438590194412,
09/23/2006 12:00:00,0.874712675266547,
09/24/2006 12:00:00,0.897143087849252,
09/25/2006 12:00:00,1.14105425895644,
09/26/2006 12:00:00,1.10867988975053,
09/27/2006 12:00:00,1.08019446335983,
09/28/2006 12:00:00,1.05214003066628,
09/29/2006 12:00:00,1.02468812217585,
09/30/2006 12:00:00,0.997661615828229,
10/01/2006 12:00:00,0.971477496906827,
10/02/2006 12:00:00,0.948388229885211,
10/03/2006 12:00:00,0.92353088889235,
10/04/2006 12:00:00,0.898708087393531,
10/05/2006 12:00:00,0.874697244446736,
10/06/2006 12:00:00,0.854140410559747,
10/07/2006 12:00:00,0.831820712835514,
10/08/2006 12:00:00,0.80986763562701,
10/09/2006 12:00:00,0.792201980594553,
10/10/2006 12:00:00,0.773893120434285,
10/11/2006 12:00:00,0.757573661396799,
10/12/2006 12:00:00,0.739462855668778,
10/13/2006 12:00:00,0.721551163189335,
10/14/2006 12:00:00,0.707168739799362,
10/15/2006 12:00:00,0.693507147325819,
10/16/2006 12:00:00,0.680857220613501,
10/17/2006 12:00:00,0.815981225750351,
10/18/2006 12:00:00,1.77806439720592,
10/19/2006 12:00:00,1.72747842349876,
10/20/2006 12:00:00,2.08811036680007,
10/21/2006 12:00:00,2.01217900101463,
10/22/2006 12:00:00,1.9459454468118,
10/23/2006 12:00:00,1.89199163686694,
10/24/2006 12:00:00,1.8303121348403,
10/25/2006 12:00:00,1.77476263250374,
10/26/2006 12:00:00,1.72924751264208,
10/27/2006 12:00:00,1.6844850435261,
10/28/2006 12:00:00,2.63009398356025,
10/29/2006 12:00:00,2.52736975725175,
10/30/2006 12:00:00,2.44029398056037,
10/31/2006 12:00:00,2.35910566015521,
11/01/2006 12:00:00,2.27108794049156,
11/02/2006 12:00:00,2.19835489810256,
11/03/2006 12:00:00,2.12208445703677,
11/04/2006 12:00:00,2.04745698035408,
11/05/2006 12:00:00,1.98662816856165,
11/06/2006 12:00:00,1.92896858846706,
11/07/2006 12:00:00,1.87231056504171,
11/08/2006 12:00:00,2.5213339025865,
11/09/2006 12:00:00,2.43040063377283,
11/10/2006 12:00:00,2.34775415008404,
11/11/2006 12:00:00,2.2685945033337,
11/12/2006 12:00:00,2.18540018391917,
11/13/2006 12:00:00,2.10437539857687,
11/14/2006 12:00:00,2.03492726307494,
11/15/2006 12:00:00,1.97929503235338,
11/16/2006 12:00:00,4.2909932317539,
11/17/2006 12:00:00,4.6429618587161,
11/18/2006 12:00:00,4.3790872586795,
11/19/2006 12:00:00,4.17111668090189,
11/20/2006 12:00:00,3.95749902526726,
11/21/2006 12:00:00,3.75538649015934,
11/22/2006 12:00:00,3.58045322954208,
11/23/2006 12:00:00,3.42427384785805,
11/24/2006 12:00:00,3.27567203380713,
11/25/2006 12:00:00,3.13012368286586,
11/26/2006 12:00:00,2.99273133696508,
11/27/2006 12:00:00,2.86576587106956,
11/28/2006 12:00:00,2.74765477260625,
11/29/2006 12:00:00,2.63858656370041,
11/30/2006 12:00:00,2.66652515680955,
12/01/2006 12:00:00,3.59265869616127,
12/02/2006 12:00:00,4.96381724992173,
12/03/2006 12:00:00,4.66895999715637,
12/04/2006 12:00:00,4.41319191714234,
12/05/2006 12:00:00,4.17091084945999,
12/06/2006 12:00:00,3.9537262539198,
12/07/2006 12:00:00,3.76454844048097,
12/08/2006 12:00:00,3.58720164651895,
12/09/2006 12:00:00,3.42333276145746,
12/10/2006 12:00:00,3.27831141362815,
12/11/2006 12:00:00,3.14747373709806,
12/12/2006 12:00:00,3.02239522548784,
12/13/2006 12:00:00,2.90418130446149,
12/14/2006 12:00:00,2.87807080691165,
12/15/2006 12:00:00,2.76682609349865,
12/16/2006 12:00:00,2.66448474678419,
12/17/2006 12:00:00,2.5687423274576,
12/18/2006 12:00:00,2.4755462352718,
12/19/2006 12:00:00,2.38579397181519,
12/20/2006 12:00:00,2.30253111523492,
12/21/2006 12:00:00,2.22424974842209,
12/22/2006 12:00:00,2.15303540753593,
12/23/2006 12:00:00,3.24671723260026,
12/24/2006 12:00:00,3.11555706390091,
12/25/2006 12:00:00,2.9987166822028,
12/26/2006 12:00:00,3.57367229966582,
12/27/2006 12:00:00,3.5851399811739,
12/28/2006 12:00:00,3.42493856073106,
12/29/2006 12:00:00,3.29347273444583,
12/30/2006 12:00:00,3.15723389995978,
12/31/2006 12:00:00,3.10882398521749,
01/01/2007 12:00:00,7.60908859979835,
01/02/2007 12:00:00,6.94673530718795,
01/03/2007 12:00:00,6.39047456826718,
01/04/2007 12:00:00,5.91363389837325,
01/05/2007 12:00:00,5.51777551194019,
01/06/2007 12:00:00,6.43205182018057,
01/07/2007 12:00:00,5.98831084366913,
01/08/2007 12:00:00,8.80807976598328,
01/09/2007 12:00:00,7.94876452456981,
01/10/2007 12:00:00,7.22913500460212,
01/11/2007 12:00:00,6.64599731614616,
01/12/2007 12:00:00,6.14858754907964,
01/13/2007 12:00:00,5.71535117578598,
01/14/2007 12:00:00,5.33436782959449,
01/15/2007 12:00:00,4.99723866178145,
01/16/2007 12:00:00,4.68935052028634,
01/17/2007 12:00:00,4.41331037420272,
01/18/2007 12:00:00,4.17868261069148,
01/19/2007 12:00:00,4.07153306506058,
01/20/2007 12:00:00,3.87256940657255,
01/21/2007 12:00:00,3.7056440897547,
01/22/2007 12:00:00,5.02354659245644,
01/23/2007 12:00:00,4.71927176305428,
01/24/2007 12:00:00,4.46000123855141,
01/25/2007 12:00:00,4.2230889972916,
01/26/2007 12:00:00,4.01074313720013,
01/27/2007 12:00:00,3.81353270958378,
01/28/2007 12:00:00,3.63857701167609,
01/29/2007 12:00:00,3.46971859865678,
01/30/2007 12:00:00,3.30992492296921,
01/31/2007 12:00:00,3.19040721948582,
02/01/2007 12:00:00,3.06752544226215,
02/02/2007 12:00:00,3.41256789262903,
02/03/2007 12:00:00,3.26812706453101,
02/04/2007 12:00:00,3.1388506112497,
02/05/2007 12:00:00,3.01284132190863,
02/06/2007 12:00:00,2.90059744370831,
02/07/2007 12:00:00,2.79689521462201,
02/08/2007 12:00:00,2.69894197024094,
02/09/2007 12:00:00,2.60079061818488,
02/10/2007 12:00:00,2.50254034330801,
02/11/2007 12:00:00,2.41572299517935,
02/12/2007 12:00:00,2.33902982713769,
02/13/2007 12:00:00,2.26440174419264,
02/14/2007 12:00:00,2.37005892528541,
02/15/2007 12:00:00,2.2900126001972,
02/16/2007 12:00:00,2.21428378150719,
02/17/2007 12:00:00,2.14982475156057,
02/18/2007 12:00:00,2.08686817084779,
02/19/2007 12:00:00,2.0278995905235,
02/20/2007 12:00:00,1.9738075787044,
02/21/2007 12:00:00,2.03890763150747,
02/22/2007 12:00:00,1.97344136937482,
02/23/2007 12:00:00,1.91079816828766,
02/24/2007 12:00:00,1.85044770087345,
02/25/2007 12:00:00,1.79180979834301,
02/26/2007 12:00:00,2.17191383321738,
02/27/2007 12:00:00,2.09943816273547,
02/28/2007 12:00:00,2.03102673099044,
03/01/2007 12:00:00,1.96732313882658,
03/02/2007 12:00:00,4.08696548129262,
03/03/2007 12:00:00,3.85105582061299,
03/04/2007 12:00:00,3.65404849491894,
03/05/2007 12:00:00,3.47118819191327,
03/06/2007 12:00:00,3.30751640529737,
03/07/2007 12:00:00,3.16408840540137,
03/08/2007 12:00:00,3.01875508305371,
03/09/2007 12:00:00,2.88177041219581,
03/10/2007 12:00:00,2.75209349350087,
03/11/2007 12:00:00,2.62769270142937,
03/12/2007 12:00:00,2.52140467284073,
03/13/2007 12:00:00,2.41806737421538,
03/14/2007 12:00:00,2.31798441766919,
03/15/2007 12:00:00,2.22039919390135,
03/16/2007 12:00:00,2.52176564534809,
03/17/2007 12:00:00,3.24140371021959,
03/18/2007 12:00:00,3.08271057515292,
03/19/2007 12:00:00,2.95906139008921,
03/20/2007 12:00:00,2.84242148731975,
03/21/2007 12:00:00,2.72354757233133,
03/22/2007 12:00:00,2.60103069768602,
03/23/2007 12:00:00,2.48319724625494,
03/24/2007 12:00:00,2.37739371757168,
03/25/2007 12:00:00,2.28038548145698,
03/26/2007 12:00:00,2.17761559495133,
03/27/2007 12:00:00,2.08244749971301,
03/28/2007 12:00:00,1.98863342487702,
03/29/2007 12:00:00,1.90895403027132,
03/30/2007 12:00:00,1.87863785978311,
03/31/2007 12:00:00,1.80371624834561,
04/01/2007 12:00:00,1.74372528514785,
04/02/2007 12:00:00,2.3922541579094,
04/03/2007 12:00:00,2.28545376928792,
04/04/2007 12:00:00,2.2109355523904,
04/05/2007 12:00:00,2.43575552192771,
04/06/2007 12:00:00,2.31827979492737,
04/07/2007 12:00:00,2.22078369786676,
04/08/2007 12:00:00,2.13860261176102,
04/09/2007 12:00:00,2.06184530543559,
04/10/2007 12:00:00,2.00041615787501,
04/11/2007 12:00:00,1.93283137040081,
04/12/2007 12:00:00,1.97348882433698,
04/13/2007 12:00:00,1.89995651454943,
04/14/2007 12:00:00,1.83903368835846,
04/15/2007 12:00:00,2.10463799284842,
04/16/2007 12:00:00,2.46470391962583,
04/17/2007 12:00:00,2.35659004952044,
04/18/2007 12:00:00,2.27316003284359,
04/19/2007 12:00:00,2.18217046660194,
04/20/2007 12:00:00,2.08759949522798,
04/21/2007 12:00:00,2.00497181911996,
04/22/2007 12:00:00,1.92292815399796,
04/23/2007 12:00:00,1.84389695035403,
04/24/2007 12:00:00,1.76705081792171,
04/25/2007 12:00:00,1.69126033902253,
04/26/2007 12:00:00,1.6174653292388,
04/27/2007 12:00:00,1.68026515108819,
04/28/2007 12:00:00,1.60802109018565,
04/29/2007 12:00:00,1.55528734074902,
04/30/2007 12:00:00,1.50116946390161,
05/01/2007 12:00:00,1.44755487376454,
05/02/2007 12:00:00,1.3911346712485,
05/03/2007 12:00:00,1.33103764890383,
05/04/2007 12:00:00,1.27375628700523,
05/05/2007 12:00:00,1.2374481731257,
05/06/2007 12:00:00,1.36323160276382,
05/07/2007 12:00:00,1.31470513426395,
05/08/2007 12:00:00,1.28252169309754,
05/09/2007 12:00:00,1.23988600138702,
05/10/2007 12:00:00,1.19255322509147,
05/11/2007 12:00:00,1.1449311016937,
05/12/2007 12:00:00,1.10107727553886,
05/13/2007 12:00:00,1.05800733995755,
05/14/2007 12:00:00,1.01666316376776,
05/15/2007 12:00:00,0.986799816333679,
05/16/2007 12:00:00,0.950543282213725,
05/17/2007 12:00:00,0.922968937599898,
05/18/2007 12:00:00,0.890042824161459,
05/19/2007 12:00:00,0.864008529831562,
05/20/2007 12:00:00,0.836521641069883,
05/21/2007 12:00:00,0.812102676022478,
05/22/2007 12:00:00,0.785528044693963,
05/23/2007 12:00:00,0.757827537171709,
05/24/2007 12:00:00,0.72993309881476,
05/25/2007 12:00:00,0.704096425691171,
05/26/2007 12:00:00,0.680180684917509,
05/27/2007 12:00:00,0.659323114202154,
05/28/2007 12:00:00,0.636885946782693,
05/29/2007 12:00:00,0.614808036871398,
05/30/2007 12:00:00,0.593744861471713,
05/31/2007 12:00:00,0.57426247551245,
06/01/2007 12:00:00,0.554668649511143,
06/02/2007 12:00:00,0.806574934750948,
06/03/2007 12:00:00,0.775349067773288,
06/04/2007 12:00:00,0.748277639600593,
06/05/2007 12:00:00,0.727915779191867,
06/06/2007 12:00:00,0.705416149604598,
06/07/2007 12:00:00,0.682103754921512,
06/08/2007 12:00:00,0.659082195664871,
06/09/2007 12:00:00,0.63582242858771,
06/10/2007 12:00:00,0.612992327359499,
06/11/2007 12:00:00,0.592347956991902,
06/12/2007 12:00:00,0.570324397709592,
06/13/2007 12:00:00,0.662138850005747,
06/14/2007 12:00:00,0.642746514009877,
06/15/2007 12:00:00,0.720548774834504,
06/16/2007 12:00:00,0.753762982867177,
06/17/2007 12:00:00,0.729256172386467,
06/18/2007 12:00:00,0.708649716488476,
06/19/2007 12:00:00,0.96519743643827,
06/20/2007 12:00:00,1.09688874385337,
06/21/2007 12:00:00,1.05380560956658,
06/22/2007 12:00:00,1.01433507120439,
06/23/2007 12:00:00,0.978590698885444,
06/24/2007 12:00:00,0.938208314957655,
06/25/2007 12:00:00,0.901555355928982,
06/26/2007 12:00:00,0.916058480678152,
06/27/2007 12:00:00,0.881246411915389,
06/28/2007 12:00:00,0.848395655355822,
06/29/2007 12:00:00,0.842402313791264,
06/30/2007 12:00:00,0.888798258816725,
07/01/2007 12:00:00,0.85628917320277,
07/02/2007 12:00:00,0.825162656520497,
07/03/2007 12:00:00,0.797300285078235,
07/04/2007 12:00:00,0.770033388418831,
07/05/2007 12:00:00,0.75254698907971,
07/06/2007 12:00:00,0.731854829934597,
07/07/2007 12:00:00,0.707903295612931,
07/08/2007 12:00:00,0.767021678734951,
07/09/2007 12:00:00,0.741096672400268,
07/10/2007 12:00:00,0.87764887710115,
07/11/2007 12:00:00,0.885357134596779,
07/12/2007 12:00:00,1.00157745669053,
07/13/2007 12:00:00,0.965615279942347,
07/14/2007 12:00:00,0.933999721253843,
07/15/2007 12:00:00,0.899872127349074,
07/16/2007 12:00:00,0.876327582893038,
07/17/2007 12:00:00,0.847747984224849,
07/18/2007 12:00:00,0.843755330289961,
07/19/2007 12:00:00,0.813717431195608,
07/20/2007 12:00:00,0.78869263669592,
07/21/2007 12:00:00,0.770897100318982,
07/22/2007 12:00:00,0.742856906764915,
07/23/2007 12:00:00,0.824783345429484,
07/24/2007 12:00:00,0.79789108309312,
07/25/2007 12:00:00,0.774144067208899,
07/26/2007 12:00:00,0.755739154714226,
07/27/2007 12:00:00,0.73500601286946,
07/28/2007 12:00:00,0.711672035038763,
07/29/2007 12:00:00,0.749581724781493,
07/30/2007 12:00:00,0.72450857792857,
07/31/2007 12:00:00,0.790804865347164,
08/01/2007 12:00:00,0.766623608947697,
08/02/2007 12:00:00,0.742230130413236,
08/03/2007 12:00:00,0.717679274798863,
08/04/2007 12:00:00,0.759911063335408,
08/05/2007 12:00:00,0.735293877642553,
08/06/2007 12:00:00,1.06156645390468,
08/07/2007 12:00:00,1.02032726294979,
08/08/2007 12:00:00,0.984575256825386,
08/09/2007 12:00:00,0.948483497898238,
08/10/2007 12:00:00,0.913290038567748,
08/11/2007 12:00:00,0.879035456906339,
08/12/2007 12:00:00,0.846594884618079,
08/13/2007 12:00:00,0.81512426828058,
08/14/2007 12:00:00,0.785513828603785,
08/15/2007 12:00:00,0.761081297250816,
08/16/2007 12:00:00,0.734684079022764,
08/17/2007 12:00:00,0.708781714995752,
08/18/2007 12:00:00,0.682789250132441,
08/19/2007 12:00:00,0.657815327727763,
08/20/2007 12:00:00,0.637351175045296,
08/21/2007 12:00:00,0.615396157136048,
08/22/2007 12:00:00,0.595105046786914,
08/23/2007 12:00:00,0.575854604737883,
08/24/2007 12:00:00,0.55644683268624,
08/25/2007 12:00:00,0.575449825678504,
08/26/2007 12:00:00,0.559839738860296,
08/27/2007 12:00:00,0.543086828072501,
08/28/2007 12:00:00,0.526755621499944,
08/29/2007 12:00:00,0.512969764767191,
08/30/2007 12:00:00,0.497992245508937,
08/31/2007 12:00:00,0.510669011878564,
09/01/2007 12:00:00,0.713549508350288,
09/02/2007 12:00:00,0.694636860771671,
09/03/2007 12:00:00,0.674570377093441,
09/04/2007 12:00:00,0.656381147293762,
09/05/2007 12:00:00,0.638099672816729,
09/06/2007 12:00:00,0.618680268463222,
09/07/2007 12:00:00,0.599768380977256,
09/08/2007 12:00:00,0.581045053874438,
09/09/2007 12:00:00,0.564524294939317,
09/10/2007 12:00:00,0.549502425084845,
09/11/2007 12:00:00,0.533413580398053,
09/12/2007 12:00:00,0.517677966106346,
09/13/2007 12:00:00,0.503956302787437,
09/14/2007 12:00:00,0.490442812387077,
09/15/2007 12:00:00,0.800638198104687,
09/16/2007 12:00:00,0.777239438528479,
09/17/2007 12:00:00,0.762648246689866,
09/18/2007 12:00:00,0.742342634130801,
09/19/2007 12:00:00,0.722954984927335,
09/20/2007 12:00:00,0.703780672134347,
09/21/2007 12:00:00,0.685221382183532,
09/22/2007 12:00:00,0.66586173542494,
